linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.6482","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6483","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6484","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6485","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6486","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6487","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6488","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211121","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6468","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6469","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6470","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6471","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6472","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6473","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6474","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6475","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6476","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6477","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211122","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6452","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6453","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6454","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6455","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6456","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6457","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6458","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6459","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6460","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6461","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6462","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6463","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6464","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6465","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6466","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6467","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211123","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6431","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6432","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6433","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6434","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6435","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6436","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6437","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6438","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6439","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6440","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6441","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6442","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6443","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6444","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6445","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6446","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6447","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6448","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6449","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6450","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6451","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211124","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6409","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6410","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6411","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6412","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6413","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6414","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6415","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6416","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6417","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6418","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6419","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6420","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6421","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6422","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6423","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6424","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6425","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6426","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6427","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6428","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6429","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6430","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211125","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6392","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6393","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6394","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6395","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6396","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6397","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6398","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6399","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6400","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6401","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6402","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6403","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6404","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6405","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6406","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6407","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6408","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211126","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6380","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6381","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6382","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6383","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6384","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6385","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6386","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6387","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6388","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6389","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6390","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6391","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211127","1170.00","","AMEX PMT [SB21B.4277]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6577","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211128","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6578","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211128","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6565","","","ORG","FACEBOOK","","","","","","1 HACKER WAY","","MENLO PARK","CA","94025","","","20211129","1170.00","","AMEX PMT [SB21B.4278]: ONLINE ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
